Timestamp,ChargingPointID,Location,Status,ChargingSpeed,EnergyDelivered,ChargingTime,Cost,ConnectorType,Network,UserID,VehicleType
2023-02-23 05:00:00,CP013,Downtown,Available,50,40.101409584156755,1,3.17269501393978,CCS,Network B,User345,Nissan Leaf
2023-01-03 19:00:00,CP027,Airport,Out of Service,150,25.493741558021156,69,27.86373573899641,Type 2,Network C,User456,Tesla Model 3
2023-02-25 01:00:00,CP046,Suburb,Occupied,50,35.07361978879095,25,13.355136986042764,CHAdeMO,Network C,User012,BMW i3
2023-08-16 05:00:00,CP057,Airport,Occupied,22,39.14841551670996,32,2.2955414593103587,CHAdeMO,Network B,User123,Nissan Leaf
2023-06-23 14:00:00,CP013,Airport,Available,150,36.74981957172679,97,21.320619563710743,Type 2,Network C,User345,Tesla Model 3
2023-11-06 09:00:00,CP066,Downtown,Occupied,50,27.288438682141226,96,10.255608722122878,CHAdeMO,Network A,User789,Nissan Leaf
2023-09-26 14:00:00,CP037,Suburb,Out of Service,22,37.2346383216808,42,13.205449422542499,CHAdeMO,Network A,User123,Nissan Leaf
2023-11-28 01:00:00,CP012,Highway,Available,150,10.933506767954675,45,21.235096380355543,CCS,Network B,User345,Chevy Bolt
2023-02-13 10:00:00,CP050,Highway,Out of Service,22,0.23582666558025767,98,3.6243635659403504,Type 2,Network B,User345,Tesla Model 3
2023-06-25 06:00:00,CP049,Airport,Available,22,45.6470670119893,83,27.263455700330823,Type 2,Network A,User123,Nissan Leaf
2023-10-31 07:00:00,CP077,Highway,Available,50,14.699276894910968,38,17.671209253572155,CHAdeMO,Network A,User345,BMW i3
2023-03-28 06:00:00,CP011,Downtown,Available,50,16.60945205406782,63,15.078140598920038,CHAdeMO,Network C,User789,Nissan Leaf
2023-02-16 08:00:00,CP048,Suburb,Occupied,22,18.999484630298312,107,23.433170588011496,CHAdeMO,Network C,User123,Tesla Model 3
2023-05-02 18:00:00,CP033,Highway,Occupied,150,4.798846341232871,48,18.406888868027263,CCS,Network B,User012,Nissan Leaf
2023-10-23 21:00:00,CP050,Downtown,Out of Service,22,44.09811602961687,32,12.572339409223005,CCS,Network A,User789,Chevy Bolt
2023-03-09 14:00:00,CP098,Highway,Available,150,29.37322112108366,37,7.180817893558428,CCS,Network B,User123,Chevy Bolt
2023-02-16 20:00:00,CP068,Highway,Available,50,7.686913985033838,17,24.45789763238282,CHAdeMO,Network C,User345,Tesla Model 3
2023-03-23 19:00:00,CP022,Airport,Occupied,150,5.181942407142737,10,24.78931300888834,CCS,Network B,User012,Tesla Model 3
2023-03-02 15:00:00,CP005,Highway,Available,150,10.176236018484136,103,13.438466528327744,CCS,Network C,User123,BMW i3
2023-08-18 22:00:00,CP073,Highway,Occupied,22,42.750529813666446,82,10.739093996712114,CCS,Network C,User789,Tesla Model 3
2023-10-30 11:00:00,CP021,Downtown,Out of Service,50,49.16033363908871,41,13.012309776156986,CCS,Network B,User789,Nissan Leaf
2023-06-30 05:00:00,CP093,Downtown,Out of Service,22,13.726193634444567,87,27.52732778048414,Type 2,Network C,User345,Tesla Model 3
2023-06-23 17:00:00,CP044,Airport,Out of Service,50,8.999974805351318,61,26.82966908438438,Type 2,Network B,User012,BMW i3
2023-09-30 09:00:00,CP026,Airport,Occupied,50,14.242026610088498,37,15.007040986560128,Type 2,Network C,User456,Tesla Model 3
2023-11-27 08:00:00,CP030,Highway,Occupied,22,43.10797733500794,79,16.59880813179126,Type 2,Network A,User123,Tesla Model 3
2023-07-06 22:00:00,CP082,Downtown,Occupied,50,23.5609284784369,27,17.76236444589684,Type 2,Network C,User789,Nissan Leaf
2023-07-26 09:00:00,CP070,Highway,Occupied,150,0.4072335609479061,67,0.2990127757912353,CCS,Network A,User345,Tesla Model 3
2023-09-01 07:00:00,CP076,Airport,Occupied,50,8.881122028155897,75,1.5342917192350525,CCS,Network C,User012,Nissan Leaf
2023-06-22 12:00:00,CP085,Downtown,Available,22,48.067607496539566,24,18.153518683953575,Type 2,Network C,User456,Chevy Bolt
2023-07-08 10:00:00,CP081,Highway,Available,22,49.962786831936114,52,9.529238848890323,CHAdeMO,Network C,User789,BMW i3
2023-06-30 16:00:00,CP084,Downtown,Occupied,150,4.269576722768475,62,10.878448389018931,CHAdeMO,Network C,User123,Tesla Model 3
2023-02-02 03:00:00,CP052,Suburb,Occupied,150,37.09392287931792,10,4.234816372350414,CCS,Network B,User012,Chevy Bolt
2023-10-09 22:00:00,CP001,Downtown,Out of Service,22,16.65552964238873,18,26.60948613452141,CHAdeMO,Network C,User012,Chevy Bolt
2023-08-19 19:00:00,CP055,Suburb,Occupied,150,37.260780884389355,75,10.593049298695874,CCS,Network C,User789,BMW i3
2023-12-12 07:00:00,CP009,Downtown,Occupied,50,6.539190980124698,105,14.950480842539873,Type 2,Network C,User123,Chevy Bolt
2023-01-13 22:00:00,CP060,Highway,Occupied,50,18.683819216592124,74,7.523975107624297,CCS,Network A,User012,Nissan Leaf
2023-06-21 05:00:00,CP089,Suburb,Occupied,50,49.56035782806918,81,16.811023884046364,CCS,Network B,User456,Nissan Leaf
2023-02-28 04:00:00,CP079,Suburb,Out of Service,150,24.09526838536633,97,4.144996725390643,CCS,Network C,User456,Tesla Model 3
2023-05-18 22:00:00,CP041,Highway,Available,50,3.3368492068237,76,21.857393547010915,CHAdeMO,Network A,User789,Tesla Model 3
2023-11-23 12:00:00,CP086,Downtown,Available,50,0.19069516149031185,6,28.075030674431666,Type 2,Network B,User345,BMW i3
2023-10-27 00:00:00,CP085,Suburb,Available,22,34.044624544031045,44,20.308524605473362,Type 2,Network C,User789,BMW i3
2023-01-16 21:00:00,CP004,Airport,Out of Service,150,23.067887606174892,47,16.909572259151194,CHAdeMO,Network A,User345,Nissan Leaf
2023-03-19 11:00:00,CP082,Suburb,Occupied,150,12.431568459705279,94,4.115855490079849,CCS,Network B,User012,Tesla Model 3
2023-05-25 17:00:00,CP067,Suburb,Occupied,22,16.05035365190373,14,8.115477473405235,CHAdeMO,Network A,User456,Tesla Model 3
2023-07-31 09:00:00,CP050,Suburb,Out of Service,22,37.614623126178074,21,2.6252651021133957,CCS,Network A,User123,Chevy Bolt
2023-11-22 07:00:00,CP020,Highway,Out of Service,50,0.4124310645200191,111,28.039452471730208,CHAdeMO,Network B,User456,Tesla Model 3
2023-08-08 14:00:00,CP049,Highway,Available,50,19.111254027488833,84,10.324796290658346,Type 2,Network A,User123,Tesla Model 3
2023-01-20 07:00:00,CP043,Suburb,Occupied,50,3.2492514594019806,36,12.725687533692918,CHAdeMO,Network A,User345,Chevy Bolt
2023-03-16 00:00:00,CP015,Airport,Occupied,22,46.69237773771391,17,2.9711704706894473,CHAdeMO,Network A,User345,BMW i3
2023-01-04 17:00:00,CP072,Suburb,Occupied,50,46.059902142392765,97,1.595687606228906,Type 2,Network A,User456,BMW i3
2023-07-08 18:00:00,CP055,Downtown,Occupied,50,25.543942015637118,50,15.849530667985398,CHAdeMO,Network C,User456,BMW i3
2023-10-10 23:00:00,CP071,Downtown,Available,22,44.093307685403204,77,15.65358661477917,CHAdeMO,Network B,User456,Tesla Model 3
2023-12-02 09:00:00,CP017,Suburb,Available,22,18.472286635347125,45,18.72281197529652,Type 2,Network B,User345,BMW i3
2023-04-25 00:00:00,CP048,Highway,Available,50,40.52260265570971,6,28.85517894528873,Type 2,Network B,User123,Chevy Bolt
2023-06-07 13:00:00,CP038,Suburb,Out of Service,150,3.2191227063485925,89,7.337447657568369,CHAdeMO,Network A,User345,Nissan Leaf
2023-03-05 10:00:00,CP085,Suburb,Occupied,22,8.68709607623322,48,22.347225800232337,CHAdeMO,Network A,User789,Chevy Bolt
2023-06-27 19:00:00,CP035,Airport,Out of Service,22,42.09199045600717,98,29.87716112966932,CHAdeMO,Network B,User012,Chevy Bolt
2023-05-02 15:00:00,CP098,Airport,Available,150,34.71578931020654,0,29.29535738111365,Type 2,Network B,User345,Chevy Bolt
2023-02-19 02:00:00,CP085,Suburb,Occupied,22,36.378801480425395,87,14.955970730070412,CCS,Network C,User789,BMW i3
2023-07-08 23:00:00,CP078,Airport,Out of Service,22,48.89479006096506,4,24.166532938809013,CHAdeMO,Network C,User456,Chevy Bolt
2023-05-10 16:00:00,CP031,Suburb,Occupied,150,44.46405474179222,33,15.446704111802202,CHAdeMO,Network C,User789,Tesla Model 3
2023-03-25 00:00:00,CP047,Highway,Occupied,150,37.82328710484739,19,7.698531048727224,Type 2,Network A,User456,BMW i3
2023-09-25 15:00:00,CP090,Downtown,Occupied,150,5.527291712252125,12,4.536476328454003,CHAdeMO,Network C,User012,Tesla Model 3
2023-09-30 14:00:00,CP083,Downtown,Out of Service,150,18.686984512592115,78,23.48327048885165,CHAdeMO,Network B,User789,Chevy Bolt
2023-05-22 04:00:00,CP030,Airport,Occupied,22,33.91922002406163,55,9.436264147638262,CHAdeMO,Network B,User012,Tesla Model 3
2023-10-21 03:00:00,CP048,Highway,Out of Service,22,24.303225095859343,86,5.984425514796039,Type 2,Network C,User123,Nissan Leaf
2023-05-02 06:00:00,CP007,Downtown,Out of Service,22,49.06475183159845,70,2.3815826957866992,Type 2,Network A,User789,Chevy Bolt
2023-03-31 22:00:00,CP022,Downtown,Out of Service,22,16.32947281344539,5,15.237620995019947,CHAdeMO,Network A,User789,Tesla Model 3
2023-06-18 05:00:00,CP090,Airport,Occupied,50,44.79245500904992,8,26.74240666967601,CHAdeMO,Network A,User012,Tesla Model 3
2023-03-13 07:00:00,CP072,Suburb,Occupied,150,29.21737743745571,79,13.44019662183747,CCS,Network A,User123,BMW i3
2023-10-20 15:00:00,CP021,Airport,Out of Service,150,19.771510364578326,93,18.733046536128505,Type 2,Network A,User012,Chevy Bolt
2023-07-28 14:00:00,CP008,Suburb,Available,150,10.248804163795933,28,19.111309881921606,CHAdeMO,Network C,User345,BMW i3
2023-06-11 08:00:00,CP012,Airport,Available,22,31.234210567632786,74,6.542444042057739,Type 2,Network A,User123,Nissan Leaf
2023-02-22 07:00:00,CP034,Suburb,Out of Service,22,33.54149227270036,57,5.065496177922993,Type 2,Network A,User345,BMW i3
2023-09-02 21:00:00,CP006,Downtown,Occupied,50,0.366141569249806,90,26.890306091440603,CHAdeMO,Network B,User789,Chevy Bolt
2023-09-12 18:00:00,CP084,Suburb,Out of Service,50,35.41371400925384,6,2.1903373369672186,Type 2,Network A,User456,BMW i3
2023-03-01 23:00:00,CP057,Airport,Out of Service,150,12.037094215484395,10,1.6525475028008807,CCS,Network C,User345,Chevy Bolt
2023-03-06 06:00:00,CP051,Highway,Out of Service,50,5.775038053071535,43,19.539601352584757,Type 2,Network B,User012,Chevy Bolt
2023-07-09 03:00:00,CP005,Highway,Available,22,3.1655607684011877,38,19.460119661815927,Type 2,Network C,User123,Nissan Leaf
2023-02-14 06:00:00,CP086,Airport,Occupied,22,39.903800821500965,62,13.784357375882015,Type 2,Network B,User012,Chevy Bolt
2023-10-03 08:00:00,CP054,Airport,Out of Service,50,24.71078353138983,21,11.001808302513329,CCS,Network A,User123,Chevy Bolt
2023-03-11 04:00:00,CP029,Downtown,Available,150,26.741465716782958,46,29.25108035740836,CHAdeMO,Network A,User789,Nissan Leaf
2023-08-29 19:00:00,CP022,Suburb,Available,150,37.98555033819373,60,19.807625514433095,Type 2,Network A,User789,BMW i3
2023-10-09 16:00:00,CP048,Downtown,Out of Service,150,49.16763861575007,51,20.61379816798861,Type 2,Network C,User012,Nissan Leaf
2023-04-12 09:00:00,CP029,Highway,Occupied,22,23.946665390741074,44,13.50326601467919,CCS,Network A,User456,Chevy Bolt
2023-06-04 15:00:00,CP067,Highway,Occupied,50,21.472050880164346,119,3.1879054670086338,CHAdeMO,Network A,User456,Tesla Model 3
2023-06-03 16:00:00,CP094,Airport,Out of Service,22,8.616070659847491,39,22.577862439956036,Type 2,Network B,User012,Tesla Model 3
2023-04-03 23:00:00,CP037,Suburb,Out of Service,22,29.481892476599846,42,2.371692617945805,CHAdeMO,Network C,User789,Chevy Bolt
2023-04-04 10:00:00,CP091,Suburb,Out of Service,22,8.057734205826478,51,14.537012929035972,CHAdeMO,Network B,User345,Chevy Bolt
2023-07-05 04:00:00,CP069,Highway,Available,22,47.64054588952709,76,4.726730554333537,CCS,Network C,User345,Nissan Leaf
2023-07-23 07:00:00,CP050,Suburb,Occupied,50,15.324681706988347,29,17.563643298795313,CCS,Network A,User456,BMW i3
2023-05-08 09:00:00,CP087,Airport,Out of Service,150,10.357906566645525,118,0.6048372450904838,Type 2,Network B,User456,Nissan Leaf
2023-08-31 06:00:00,CP059,Highway,Occupied,22,45.838711471007635,32,7.914006956770078,CHAdeMO,Network A,User012,BMW i3
2023-06-05 14:00:00,CP067,Highway,Out of Service,50,0.31546770931416557,64,23.03705123112238,CCS,Network C,User123,Chevy Bolt
2023-07-09 21:00:00,CP073,Airport,Out of Service,50,43.063541317987855,90,8.777178240422147,CHAdeMO,Network B,User012,Chevy Bolt
2023-10-29 04:00:00,CP025,Highway,Occupied,22,17.10420729382737,100,7.160826328830465,Type 2,Network B,User789,BMW i3
2023-01-03 11:00:00,CP018,Suburb,Out of Service,50,26.6658426197452,43,13.47304137662903,Type 2,Network A,User789,Tesla Model 3
2023-01-22 23:00:00,CP096,Airport,Out of Service,150,39.56093454662223,118,7.466738645396801,CHAdeMO,Network A,User789,Chevy Bolt
2023-08-03 22:00:00,CP057,Suburb,Available,150,16.09711285198665,28,27.989595837840415,CHAdeMO,Network C,User789,Nissan Leaf
2023-11-01 16:00:00,CP049,Highway,Available,22,36.02273759751068,96,15.899563456138136,Type 2,Network B,User123,BMW i3
2023-03-03 14:00:00,CP046,Highway,Out of Service,50,36.04786606824304,10,12.54024930488586,CHAdeMO,Network C,User345,BMW i3
2023-03-19 13:00:00,CP021,Downtown,Available,150,18.414493420712414,64,27.83174309044288,Type 2,Network B,User123,Chevy Bolt
2023-10-03 13:00:00,CP087,Highway,Available,150,39.99815577734561,30,29.92788863263242,CCS,Network C,User789,BMW i3
2023-03-06 18:00:00,CP090,Airport,Available,50,36.688164934856474,119,28.20057766005227,CHAdeMO,Network B,User012,Tesla Model 3
2023-03-06 04:00:00,CP072,Downtown,Occupied,22,13.514924306115484,34,9.710433425742412,CCS,Network B,User345,BMW i3
2023-08-06 22:00:00,CP072,Airport,Occupied,50,8.141781132771648,97,3.971074546058099,CCS,Network A,User123,Nissan Leaf
2023-04-08 21:00:00,CP033,Downtown,Available,22,5.725698564499221,116,14.746465495634723,CHAdeMO,Network B,User456,BMW i3
2023-11-04 04:00:00,CP025,Airport,Out of Service,22,10.762632289740509,80,4.8504450469587015,CCS,Network B,User345,BMW i3
2023-12-28 20:00:00,CP063,Airport,Occupied,50,17.00641458590918,116,29.23890476326092,CHAdeMO,Network A,User012,Tesla Model 3
2023-09-19 11:00:00,CP096,Suburb,Available,22,4.8874242920179665,92,23.465363444640243,Type 2,Network A,User789,BMW i3
2023-02-13 03:00:00,CP062,Airport,Occupied,50,25.248279929052547,109,5.804557196454213,CCS,Network B,User123,BMW i3
2023-10-29 01:00:00,CP022,Downtown,Out of Service,50,19.564601078458345,69,13.157643358201277,CCS,Network A,User123,Nissan Leaf
2023-12-22 21:00:00,CP037,Airport,Occupied,50,48.31045781171685,79,5.2620670190977545,CCS,Network B,User012,Tesla Model 3
